model,layer,k,seed,clusterer,transform,n_features,transform_time_s,silhouette,davies_bouldin,calinski_harabasz,nmi,purity,anisotropy,participation_ratio
pretrained,0,20,0,spherical,whiten100_l2,100,2.5038208961486816,0.03179889917373657,4.386594113984785,14.833028422444823,0.23205622378715082,0.2755,0.0004788760270457715,88.33856201171875
pretrained,0,20,1,spherical,whiten100_l2,100,2.5038208961486816,0.03273332118988037,4.497883132971331,14.94653179854321,0.2046224423858541,0.245,0.0004788760270457715,88.33856201171875
pretrained,0,20,2,spherical,whiten100_l2,100,2.5038208961486816,0.03347700089216232,4.408746218919557,15.030538899386729,0.17912052347732307,0.219,0.0004788760270457715,88.33856201171875
pretrained,0,20,3,spherical,whiten100_l2,100,2.5038208961486816,0.032389912754297256,4.48523244092875,14.833273616023588,0.16408665227223088,0.2235,0.0004788760270457715,88.33856201171875
pretrained,0,20,4,spherical,whiten100_l2,100,2.5038208961486816,0.03186611831188202,4.572706584138472,14.839491808841254,0.19578139220882435,0.24,0.0004788760270457715,88.33856201171875
pretrained,1,20,0,spherical,whiten100_l2,100,1.7439162731170654,0.03506173565983772,4.401487639072413,14.082086008957473,0.3252633916958052,0.3525,0.0003300804237369448,92.10879516601562
pretrained,1,20,1,spherical,whiten100_l2,100,1.7439162731170654,0.03362252190709114,4.49403001025725,13.756124998241377,0.3390292686267401,0.3455,0.0003300804237369448,92.10879516601562
pretrained,1,20,2,spherical,whiten100_l2,100,1.7439162731170654,0.03299795463681221,4.340679509343403,13.923167064200303,0.33163920681803194,0.3455,0.0003300804237369448,92.10879516601562
pretrained,1,20,3,spherical,whiten100_l2,100,1.7439162731170654,0.031557902693748474,4.485956877834093,13.717878869162792,0.2886162729485899,0.311,0.0003300804237369448,92.10879516601562
pretrained,1,20,4,spherical,whiten100_l2,100,1.7439162731170654,0.03261901065707207,4.536579551256403,13.892680547225128,0.3266770141933625,0.3445,0.0003300804237369448,92.10879516601562
pretrained,2,20,0,spherical,whiten100_l2,100,2.1053473949432373,0.03323980048298836,4.463358062765964,13.981598489351883,0.35473340688463945,0.3585,0.0002493212232366204,92.27259826660156
pretrained,2,20,1,spherical,whiten100_l2,100,2.1053473949432373,0.033826667815446854,4.402925956026763,14.081116146060308,0.34864446526652065,0.361,0.0002493212232366204,92.27259826660156
pretrained,2,20,2,spherical,whiten100_l2,100,2.1053473949432373,0.031534891575574875,4.516663850255023,13.768963816206956,0.3448262392474166,0.3575,0.0002493212232366204,92.27259826660156
pretrained,2,20,3,spherical,whiten100_l2,100,2.1053473949432373,0.033759359270334244,4.428780629819525,13.868991757973877,0.37713182733420636,0.3865,0.0002493212232366204,92.27259826660156
pretrained,2,20,4,spherical,whiten100_l2,100,2.1053473949432373,0.033291589468717575,4.476351629498231,13.880460005728748,0.3557842053787995,0.363,0.0002493212232366204,92.27259826660156
pretrained,3,20,0,spherical,whiten100_l2,100,2.02205491065979,0.03387131169438362,4.371265553838679,14.111521474715076,0.33911837740656653,0.3515,0.0002976051764562726,91.59020233154297
pretrained,3,20,1,spherical,whiten100_l2,100,2.02205491065979,0.030993519350886345,4.442947169603537,13.894844723532747,0.35722338822521776,0.388,0.0002976051764562726,91.59020233154297
pretrained,3,20,2,spherical,whiten100_l2,100,2.02205491065979,0.032586172223091125,4.428457235702214,14.053927884758176,0.3459198971408619,0.359,0.0002976051764562726,91.59020233154297
