model,layer,k,mode,seed,silhouette,davies_bouldin,calinski_harabasz,nmi,purity,anisotropy,participation_ratio
pretrained,9,20,l2,1,0.02601899765431881,3.059379531081878,53.74078253800109,0.22663781775581332,0.2115,0.7588948607444763,20.716650009155273
pretrained,9,20,l2,2,0.017801815643906593,3.036303456862254,53.817790644804454,0.24360335975178635,0.2215,0.7588948607444763,20.716650009155273
pretrained,9,20,l2,3,0.022439228370785713,3.0114217566108428,53.97964446213682,0.24569433909847174,0.221,0.7588948607444763,20.716650009155273
pretrained,9,20,l2,4,0.03030277229845524,2.980053937456077,53.96914409920916,0.2394000393149961,0.226,0.7588948607444763,20.716650009155273
pretrained,10,20,l2,0,0.03372349590063095,3.0647895353284094,49.37642780587913,0.32770599187950766,0.2965,0.7448015809059143,28.267011642456055
pretrained,10,20,l2,1,0.03439512848854065,3.113973332902556,49.217953472255175,0.3156887308535778,0.279,0.7448015809059143,28.267011642456055
pretrained,10,20,l2,2,0.03301847726106644,3.108069150513182,49.19519625909795,0.3256430751351066,0.296,0.7448015809059143,28.267011642456055
pretrained,10,20,l2,3,0.031229067593812943,3.0725045323268567,49.20373128248968,0.31829179471019975,0.2845,0.7448015809059143,28.267011642456055
pretrained,10,20,l2,4,0.030354240909218788,3.122688999498815,49.17029451508125,0.3184470348163749,0.2895,0.7448015809059143,28.267011642456055
pretrained,11,20,l2,0,0.038485340774059296,3.2485540228773955,47.077322063334385,0.347273124873908,0.3175,0.787262499332428,31.744735717773438
pretrained,11,20,l2,1,0.0328093096613884,3.0535263798973933,47.20853256147259,0.3515515196371904,0.311,0.787262499332428,31.744735717773438
pretrained,11,20,l2,2,0.037158042192459106,3.058882079772831,47.472899057194844,0.3572003177644653,0.312,0.787262499332428,31.744735717773438
pretrained,11,20,l2,3,0.03272947296500206,3.182145371087441,46.955699815000436,0.36468200299548953,0.3325,0.787262499332428,31.744735717773438
pretrained,11,20,l2,4,0.03942527249455452,3.2090392401929266,46.99071932273716,0.37485665925797085,0.3545,0.787262499332428,31.744735717773438
