space,ari,nmi,anisotropy,participation_ratio
l2,0.0008382730018997394,0.04330358704073583,0.8929852266443574,2.5755086767543163
whiten_l2,0.9833797735551011,0.9687015929987908,-0.0017969016108883755,9.944452761445307
